152团,660818000000
168团,660908000000
170团,660910000000
团结农场,660911000000
188团,661008000000
建工师师属,661101000000
驻马店市,411700000000
单县,371722000000
7团,660107000000
13团,660113000000
22团,660202000000
34团,660214000000
且末支队,660219000000
兵团农三师,660300000000
伽师总场,660315000000
62团,660402000000
65团,660405000000
68团,660408000000
71团,660411000000
81团,660501000000
88团,660508000000
红旗,660617000000
农六师师直,660622000000
火箭农场,661311000000
红星四场,661310000000
武昌区,420106000000
恩施市,422801000000
邵阳市,430500000000
嵩县,410325000000
湖滨区,411202000000
淮阳县,411626000000
西平县,411721000000
蓟县,120225000000
长安区,130102000000
灵宝市,411282000000
平桥区,411503000000
商水县,411623000000
桐梓县,520322000000
余庆县,520329000000
黔西县,520522000000
望谟县,522326000000
岑巩县,522626000000
麻江县,522635000000
禄劝彝族苗族自治县,530128000000
温江区,510115000000
大邑县,510129000000
都江堰市,510181000000
自流井区,510302000000
合江县,510522000000
什邡市,510682000000
安县,510724000000
旺苍县,510821000000
隆昌县,511028000000
惠阳区,441303000000
定日县,542324000000
王益区,610202000000
晋州市,130183000000
娄烦县,140123000000
宏伟区,211004000000
雨花台区,320114000000
溧阳市,320481000000
达县,511721000000
泸定县,513322000000
合川区,500117000000
会同县,431225000000
高州市,440981000000
海珠区,440105000000
永州市,431100000000
沂南县,371321000000
宁津县,371422000000
安福县,360829000000
铜鼓县,360926000000
宜黄县,361026000000
横峰县,361125000000
历下区,370102000000
历城区,370112000000
商河县,370126000000
黄岛区,370211000000
李沧区,370213000000
莱西市,370285000000
山亭区,370406000000
莱阳市,370682000000
潍城区,370702000000
东安区,231002000000
武定县,532329000000
陇县,610327000000
城关区,620102000000
山丹县,620725000000
建德市,330182000000
北仑区,330206000000
余姚市,330281000000
武义县,330723000000
淮上区,340311000000
含山县,340522000000
永安市,350481000000
泉港区,350505000000
东山县,350626000000
新罗区,350802000000
彭泽县,360430000000
贵溪市,360681000000
赣县,360721000000
全南县,360729000000
岫岩满族自治县,210323000000
东洲区,210403000000
溪湖区,210503000000
振兴区,210603000000
盖州市,210881000000
清河区,211204000000
西丰县,211223000000
建平县,211322000000
方正县,230124000000
长宁区,310105000000
滨海县,320922000000
迁安市,130283000000
肥乡县,130428000000
五寨县,140928000000
涞水县,130623000000
容城县,130629000000
易县,130633000000
博野县,130637000000
郊区,140311000000
乌拉特后旗,150825000000
凉城县,150925000000
榕城区,445202000000
邕宁区,450109000000
横县,450127000000
鱼峰区,450203000000
七星区,450305000000
龙胜各族自治县,450328000000
长洲区,450405000000
湘乡市,430381000000
大祥区,430503000000
洞口县,430525000000
鲁甸县,530621000000
玉龙纳西族自治县,530721000000
思茅区,530802000000
景谷傣族彝族自治县,530824000000
镇沅彝族哈尼族拉祜族自治县,530825000000
西盟佤族自治县,530829000000
临沧市,530900000000
港口区,450602000000
富川瑶族自治县,451123000000
东兰县,451224000000
江洲区,451402000000
大新县,451424000000
海口市,460100000000
保亭黎族苗族自治县,469029000000
万州区,500101000000
纳溪区,510503000000
泸县,510521000000
江油市,510781000000
黄埔区,440112000000
韶关市,440200000000
仁化县,440224000000
吉首市,433101000000
龙山县,433130000000
金湾区,440404000000
潮南区,440514000000
麻章区,440811000000
广州市,440100000000
东源县,441625000000
潮州市,445100000000
广西壮族自治区,450000000000
秀峰区,450302000000
兴安县,450325000000
梧州市,450400000000
湖北省,420000000000
黄陂区,420116000000
夷陵区,420506000000
枝江市,420583000000
黄州区,421102000000
新蔡县,411729000000
湖南省,430000000000
湘潭市,430300000000
汨罗市,430681000000
零陵区,431102000000
东安县,431122000000
宁远县,431126000000
罗庄区,371311000000
德州市,371400000000
齐河县,371425000000
滨州市,371600000000
惠民县,371621000000
成武县,371723000000
郓城县,371725000000
东明县,371728000000
河南省,410000000000
二七区,410103000000
老城区,410302000000
淇滨区,410611000000
凤泉区,410704000000
封丘县,410727000000
固始县,411525000000
鹿邑县,411628000000
介休市,140781000000
静乐县,140926000000
密云县,110228000000
滨海新区,120116000000
瓦房店市,210281000000
千山区,210311000000
凤城市,210682000000
凌河区,210703000000
大石桥市,210882000000
彰武县,210922000000
文圣区,211003000000
凌源市,211382000000
葫芦岛市,211400000000
舒兰市,220283000000
辽源市,220400000000
东辽县,220422000000
东昌区,220502000000
南岗区,230103000000
依兰县,230123000000
密山市,230382000000
鹤岗市,230400000000
安达市,231281000000
静安区,310106000000
深泽县,130128000000
路南区,130202000000
遵化市,130281000000
磁县,130427000000
馆陶县,130433000000
桥东区,130502000000
清苑县,130622000000
宣化县,130721000000
万全县,130729000000
鹰手营子矿区,130804000000
丰宁满族自治县,130826000000
广阳区,131003000000
太原市,140100000000
黎城县,140426000000
古县,141025000000
蒲县,141033000000
交口县,141130000000
回民区,150103000000
托克托县,150122000000
和林格尔县,150123000000
科尔沁区,150502000000
开鲁县,150523000000
鄂托克前旗,150623000000
扎兰屯市,150783000000
杭锦后旗,150826000000
科尔沁右翼前旗,152221000000
额济纳旗,152923000000
永寿县,610426000000
淳化县,610430000000
府谷县,610822000000
山阳县,611024000000
皋兰县,620122000000
金川区,620302000000
白银区,620402000000
清水县,620521000000
肃州区,620902000000
合水县,621024000000
安定区,621102000000
成县,621221000000
徽县,621227000000
巴塘县,513335000000
海东地区,632100000000
平安县,632121000000
互助土族自治县,632126000000
海晏县,632223000000
同德县,632522000000
果洛藏族自治州,632600000000
德令哈市,632802000000
天峻县,632823000000
石嘴山市,640200000000
吴忠市,640300000000
天山区,650102000000
克拉玛依区,650203000000
吐鲁番市,652101000000
哈密地区,652200000000
博尔塔拉蒙古自治州,652700000000
阿克苏地区,652900000000
阿瓦提县,652928000000
柯坪县,652929000000
呼兰区,230111000000
建华区,230203000000
依安县,230223000000
讷河市,230281000000
红岗区,230605000000
同江市,230881000000
新兴区,230902000000
牡丹江市,231000000000
闸北区,310108000000
金阊区,320504000000
如东县,320623000000
大城县,131025000000
迎泽区,140106000000
霍州市,141082000000
土默特左旗,150121000000
巴林右旗,150423000000
沈阳市,210100000000
民和回族土族自治县,632122000000
利通区,640302000000
原州区,640402000000
克拉玛依市,650200000000
拉萨市,540100000000
墨竹工卡县,540127000000
仪陇县,511324000000
东坡区,511402000000
贵州省,520000000000
小河区,520114000000
铜陵市,340700000000
祁门县,341024000000
利辛县,341623000000
尤溪县,350426000000
德化县,350526000000
光泽县,350723000000
西湖区,360103000000
湘东区,360313000000
湖口县,360429000000
定南县,360728000000
亳州市,341600000000
宁德市,350900000000
靖安县,360925000000
寒亭区,370703000000
内蒙古自治区,150000000000
防城港市,450600000000
萍乡市,360300000000
定襄县,140921000000
文水县,141121000000
兴山区,230407000000
漠河县,232723000000
秀屿区,350305000000
129团,660707000000
41团,660301000000
67团,660407000000
69团,660409000000
拜什墩,660420000000
105团,660604000000
双流县,510122000000
高要市,441283000000
阳东县,441723000000
谢通门县,542328000000
向阳区,230803000000
石林彝族自治县,530126000000
陵水黎族自治县,469028000000
三水区,440607000000
孝昌县,420921000000
汶上县,370830000000
泰山区,370902000000
魏都区,411002000000
西安区,231005000000
昌都县,542121000000
城固县,610722000000
宝应县,321023000000
海盐县,330424000000
上虞市,330682000000
磐安县,330727000000
衢江区,330803000000
温岭市,331081000000
磐石市,220284000000
虎林市,230381000000
张家港市,320582000000
建湖县,320925000000
陵川县,140524000000
应县,140622000000
吉县,141028000000
商都县,150923000000
二连浩特市,152501000000
西岗区,210203000000
上林县,450125000000
柳北区,450205000000
藤县,450422000000
石鼓区,430407000000
衡东县,430424000000
新宁县,430528000000
山城区,410603000000
平桂管理区,451119000000
秀英区,460105000000
乐东黎族自治县,469027000000
铜梁县,500224000000
开县,500234000000
从化市,440184000000
娄星区,431302000000
良庆区,450108000000
信州区,361102000000
市南区,370202000000
枣庄市,370400000000
台儿庄区,370405000000
岱岳区,370911000000
扬中市,321182000000
路桥区,331004000000
望江县,340827000000
济宁市,370800000000
嘉峪关市,620200000000
咸宁市,421200000000
运城市,140800000000
锦州市,210700000000
抚州市,361000000000
潍坊市,370700000000
瑞丽市,533102000000
岗巴县,542338000000
商南县,611023000000
平川区,620403000000
金口河区,511113000000
九龙县,513324000000
沅陵县,431222000000
福田区,440304000000
鹤山市,440784000000
城中区,450202000000
下陆区,420204000000
竹溪县,420324000000
襄城区,420602000000
广水市,421381000000
醴陵市,430281000000
中原区,410102000000
丰南区,130207000000
清原满族自治县,210423000000
上甘岭区,230716000000
南长区,320203000000
射阳县,320924000000
普陀区,330903000000
南谯区,341103000000
乐平市,360281000000
农垦北安管理局,235306000000
万盛经济开发区,500245000000
兵团农八师,660800000000
148团,660814000000
农八师师直,660829000000
农九师师直,660912000000
181团,661001000000
186团,661006000000
三坪农场,661203000000
西山农场,661206000000
鄢陵县,411024000000
新华区,410402000000
安阳市,410500000000
焦作市,410800000000
吉利区,410306000000
水工处,660118000000
46团,660306000000
49团,660308000000
良繁场,660421000000
82团,660502000000
农六师五家渠市,660623000000
127团,660705000000
农十二师师直,661208000000
红星二牧场,661301000000
淖毛湖农场,661303000000
猇亭区,420505000000
株洲县,430221000000
孟津县,410322000000
安阳县,410522000000
郊区,230811000000
穆棱市,231085000000
新林区,232703000000
故城县,131126000000
阳城县,140522000000
固阳县,150222000000
海勃湾区,150302000000
准格尔旗,150622000000
兴和县,150924000000
越西县,513434000000
城东区,630102000000
尖扎县,632322000000
玛沁县,632621000000
灵武市,640181000000
同心县,640324000000
沙坡头区,640502000000
鄯善县,652122000000
昭苏县,654026000000
裕民县,654225000000
五家渠市,659004000000
南华县,532324000000
元阳县,532528000000
萨迦县,542325000000
西宁市,630100000000
邻水县,511623000000
名山县,511821000000
丹巴县,513323000000
石渠县,513332000000
全椒县,341124000000
埇桥区,341302000000
平和县,350628000000
九江县,360421000000
宜秀区,340811000000
萧县,341322000000
安远县,360726000000
山东省,370000000000
左贡县,542128000000
广安区,511602000000
涧西区,410305000000
平舆县,411723000000
松北区,230109000000
高港区,321203000000
博山区,370304000000
农垦牡丹江管理局,235305000000
绛县,140826000000
6团,660106000000
川汇区,411602000000
28团,660208000000
51团,660310000000
卢氏县,411224000000
社旗县,411327000000
邓州市,411381000000
潢川县,411526000000
六枝特区,520203000000
盘县,520222000000
三穗县,522624000000
三都水族自治县,522732000000
澄江县,530422000000
墨江哈尼族自治县,530822000000
镇康县,530924000000
耿马傣族佤族自治县,530926000000
彭水苗族土家族自治县,500243000000
五华县,441424000000
源城区,441602000000
清城区,441802000000
琼结县,542225000000
班戈县,542428000000
新城区,610102000000
房山区,110111000000
阜平县,130624000000
朔州市,140600000000
孝义市,141181000000
敖汉旗,150430000000
达拉特旗,150621000000
阿拉善盟,152900000000
明山区,210504000000
汤原县,230828000000
江口县,520621000000
贵定县,522723000000
丽江市,530700000000
桂平市,450881000000
都安瑶族自治县,451228000000
美兰区,460108000000
渝中区,500103000000
中江县,510623000000
曲江区,440205000000
保靖县,433125000000
台山市,440781000000
连南瑶族自治县,441826000000
东西湖区,420112000000
伍家岗区,420503000000
岳阳楼区,430602000000
北湖区,431002000000
新田县,431128000000
临清市,371581000000
井冈山市,360881000000
南城县,361021000000
婺源县,361130000000
环翠区,371002000000
桑日县,542224000000
神木县,610821000000
安康市,610900000000
宿城区,321302000000
洞头县,330322000000
定海区,330902000000
肥东县,340122000000
三山区,340208000000
八公山区,340405000000
长乐市,350182000000
沙县,350427000000
邵武市,350781000000
建瓯市,350783000000
古田县,350922000000
青山湖区,360111000000
安源区,360302000000
莲花县,360321000000
崇义县,360725000000
会昌县,360733000000
石城县,360735000000
海州区,210902000000
灯塔市,211081000000
丰满区,220211000000
富拉尔基区,230206000000
睢宁县,320324000000
太仓市,320585000000
泌阳县,411726000000
广平县,130432000000
张北县,130722000000
沽源县,130724000000
平泉县,130823000000
固安县,131022000000
杏花岭区,140107000000
盂县,140322000000
平顺县,140425000000
高平市,140581000000
阿拉善右旗,152922000000
阳朔县,450321000000
永福县,450326000000
岑溪市,450481000000
遂平县,411728000000
浏阳市,430181000000
耒阳市,430481000000
桑植县,430822000000
沅江市,430981000000
北关区,410503000000
云南省,530000000000
宁洱哈尼族彝族自治县,530821000000
澜沧拉祜族自治县,530828000000
大化瑶族自治县,451229000000
南沙群岛,469032000000
四川省,510000000000
自贡市,510300000000
安居区,510904000000
芷江侗族自治县,431228000000
娄底市,431300000000
南山区,440305000000
斗门区,440403000000
佛山市,440600000000
高明区,440608000000
新会区,440705000000
信宜市,440983000000
海丰县,441521000000
连平县,441623000000
阳西县,441721000000
郁南县,445322000000
郧县,420321000000
丹江口市,420381000000
襄阳市,420600000000
沙洋县,420822000000
红安县,421122000000
浠水县,421125000000
崇阳县,421223000000
建始县,422822000000
双清区,430502000000
城步苗族自治县,430529000000
湘阴县,430624000000
嘉禾县,431024000000
祁阳县,431121000000
平邑县,371326000000
平原县,371426000000
夏津县,371427000000
阳谷县,371521000000
惠济区,410108000000
栾川县,410324000000
鹤山区,410602000000
禹州市,411081000000
陕县,411222000000
永济市,140881000000
忻州市,140900000000
代县,140923000000
海城市,210381000000
望花区,210404000000
本溪市,210500000000
平山区,210502000000
桓仁满族自治县,210522000000
营口市,210800000000
细河区,210911000000
双台子区,211102000000
船营区,220204000000
双辽市,220382000000
通化市,220500000000
白山市,220600000000
鸡西市,230300000000
南岔区,230703000000
带岭区,230713000000
铁力市,230781000000
茄子河区,230904000000
闵行区,310112000000
秦淮区,320104000000
鼓楼区,320106000000
武进区,320412000000
崇川区,320602000000
宁晋县,130528000000
平乡县,130532000000
威县,130533000000
高阳县,130628000000
孟村回族自治县,130930000000
大同县,140227000000
平定县,140321000000
清水河县,150124000000
乌海市,150300000000
翁牛特旗,150426000000
东胜区,150602000000
海拉尔区,150702000000
鄂伦春自治旗,150723000000
新巴尔虎右旗,150727000000
五原县,150821000000
科尔沁右翼中旗,152222000000
阿巴嘎旗,152522000000
渭城区,610404000000
洋县,610723000000
榆阳区,610802000000
靖边县,610824000000
绥德县,610826000000
汉滨区,610902000000
甘谷县,620523000000
阿克塞哈萨克族自治县,620924000000
宁县,621026000000
白云区,520113000000
贵南县,632525000000
头屯河区,650106000000
白碱滩区,650204000000
托克逊县,652123000000
玛纳斯县,652324000000
乌什县,652927000000
霍城县,654023000000
石河子市,659001000000
阿拉尔市,659002000000
图木舒克市,659003000000
开远市,532502000000
景洪市,532801000000
洱源县,532930000000
维西傈僳族自治县,533423000000
江达县,542122000000
山南地区,542200000000
日喀则地区,542300000000
巴青县,542429000000
扶风县,610324000000
三原县,610422000000
定边县,610825000000
武威市,620600000000
凉州区,620602000000
武都区,621202000000
高坪区,511303000000
彭山县,511422000000
青神县,511425000000
筠连县,511527000000
宝兴县,511827000000
云岩区,520103000000
大方县,520521000000
织金县,520524000000
凯里市,522601000000
盱眙县,320830000000
宁海县,330226000000
温州市,330300000000
嘉善县,330421000000
金华市,330700000000
东阳市,330783000000
衢州市,330800000000
柯城区,330802000000
龙泉市,331181000000
宿松县,340826000000
歙县,341021000000
太和县,341222000000
宿州市,341300000000
荔城区,350304000000
江西省,360000000000
景德镇市,360200000000
224团,661404000000
平塘县,522727000000
86团,660506000000
理县,513222000000
康定县,513321000000
甘洛县,513435000000
雷波县,513437000000
紫云苗族布依族自治县,520425000000
碧江区,520602000000
盐城市,320900000000
江都区,321012000000
宿豫区,321311000000
上城区,330102000000
淳安县,330127000000
肥西县,340123000000
五河县,340322000000
凤台县,340421000000
濉溪县,340621000000
狮子山区,340703000000
黟县,341023000000
福州市,350100000000
鼓楼区,350102000000
仓山区,350104000000
思明区,350203000000
将乐县,350428000000
石狮市,350581000000
南靖县,350627000000
武夷山市,350782000000
九江市,360400000000
永修县,360425000000
一牧场,661403000000
108团,660607000000
黎平县,522631000000
官渡区,530111000000
宁蒗彝族自治县,530724000000
丰都县,500230000000
成华区,510108000000
富顺县,510322000000
江阳区,510502000000
船山区,510903000000
未央区,610112000000
周至县,610124000000
伊春区,230702000000
天峨县,451222000000
乳源瑶族自治县,440232000000
文登市,371081000000
牟定县,532323000000
南木林县,542322000000
临安市,330185000000
德清县,330521000000
固镇县,340323000000
清河门区,210905000000
靖宇县,220622000000
敦化市,222403000000
鸡冠区,230302000000
塔河县,232722000000
普陀区,310107000000
楚州区,320803000000
山海关区,130303000000
和顺县,140723000000
于洪区,210114000000
长沙县,430121000000
华容县,430623000000
石门县,430726000000
永兴县,431023000000
那坡县,451026000000
合山市,451381000000
江北区,500105000000
郫县,510124000000
绵竹市,510683000000
盐亭县,510723000000
广元市,510800000000
上饶市,361100000000
铅山县,361124000000
天桥区,370105000000
胶南市,370284000000
临淄区,370305000000
临朐县,370724000000
肥城市,370983000000
阜阳市,341200000000
晋安区,350111000000
东营市,370500000000
内江市,511000000000
怀化市,431200000000
临沂市,371300000000
徐汇区,310104000000
麟游县,610329000000
金塔县,620921000000
玉州区,450902000000
朝天区,510812000000
永顺县,433127000000
云城区,445302000000
临桂县,450322000000
汝城县,431026000000
荥阳市,410182000000
桥东区,130103000000
阜城县,131128000000
庄河市,210283000000
朝阳县,211321000000
肇源县,230622000000
灌云县,320723000000
象山县,330225000000
岳西县,340828000000
砀山县,341321000000
利津县,370522000000
农垦齐齐哈尔管理局,235308000000
农垦哈尔滨管理局,235310000000
131团,660709000000
135团,660806000000
142团,660809000000
144团,660811000000
161团,660901000000
163团,660903000000
166团,660906000000
兵团农十师,661000000000
汝阳县,410326000000
卫滨区,410703000000
1团,660101000000
4团,660104000000
盐湖区,140802000000
32团,660212000000
托云牧场,660313000000
63团,660403000000
74团,660414000000
78团,660418000000
107团,660606000000
红星一牧场,661302000000
红星三场,661306000000
柳树泉农场,661308000000
红星一场,661309000000
四十七团,661401000000
128团,660706000000
兵团农十四师,661400000000
江岸区,420102000000
郧西县,420322000000
梁子湖区,420702000000
东宝区,420802000000
英山县,421124000000
郏县,410425000000
新乡市,410700000000
范县,410926000000
长葛市,411082000000
宛城区,411302000000
新县,411523000000
延庆县,110229000000
南开区,120104000000
行唐县,130125000000
哈尔滨市,230100000000
翠峦区,230706000000
乌马河区,230711000000
红星区,230715000000
北林区,231202000000
海伦市,231283000000
徐州市,320300000000
乡宁县,141029000000
岷县,621126000000
泾源县,640424000000
个旧市,532501000000
仁布县,542330000000
那曲地区,542400000000
东乡族自治县,622926000000
南溪区,511503000000
屏山县,511529000000
炉霍县,513327000000
德江县,520626000000
六安市,341500000000
台江区,350103000000
获嘉县,410724000000
襄城县,411025000000
源汇区,411102000000
内乡县,411325000000
西秀区,520402000000
普定县,520422000000
兴义市,522301000000
从江县,522633000000
昭阳区,530602000000
江津区,500116000000
梁平县,500228000000
蓬溪县,510921000000
惠东县,441323000000
江城区,441702000000
芒康县,542129000000
加查县,542229000000
错那县,542232000000
安多县,542425000000
札达县,542522000000
津南区,120112000000
无极县,130130000000
乐亭县,130225000000
临漳县,130423000000
曲周县,130435000000
顺平县,130636000000
沁县,140430000000
左权县,140722000000
临河区,150802000000
兴安盟,152200000000
绿园区,220106000000
宾县,230125000000
昆山市,320583000000
上思县,450621000000
酉阳土家族苗族自治县,500242000000
青川县,510822000000
龙岗区,440307000000
揭阳市,445200000000
柳江县,450221000000
掇刀区,420804000000
武穴市,421182000000
慈利县,430821000000
莒南县,371327000000
莘县,371522000000
万载县,360922000000
市中区,370402000000
垦利县,370521000000
蓬莱市,370684000000
新泰市,370982000000
八宿县,542127000000
广河县,622924000000
舟曲县,623023000000
婺城区,330702000000
上杭县,350823000000
蕉城区,350902000000
寿宁县,350924000000
芦溪县,360323000000
新宾满族自治县,210422000000
宽城区,220103000000
德惠市,220183000000
东丰县,220421000000
江源区,220605000000
龙井市,222405000000
汪清县,222424000000
双城市,230182000000
虹口区,310109000000
松江区,310117000000
奉贤区,310120000000
海门市,320684000000
洪泽县,320829000000
盐都区,320903000000
青龙满族自治县,130321000000
邱县,130430000000
武安市,130481000000
望都县,130631000000
安国市,130683000000
运河区,130903000000
泊头市,130981000000
文安县,131026000000
新荣区,140212000000
天镇县,140222000000
壶关县,140427000000
怀仁县,140624000000
原平市,140981000000
洪洞县,141024000000
交城县,141122000000
多伦县,152531000000
皇姑区,210105000000
揭西县,445222000000
融水苗族自治县,450225000000
珠晖区,430405000000
衡南县,430422000000
临湘市,430682000000
临澧县,430724000000
临武县,431025000000
冷水滩区,431103000000
蓝山县,431127000000
叶县,410422000000
鲁山县,410423000000
龙安区,410506000000
罗甸县,522728000000
昌宁县,530524000000
凤庆县,530921000000
永德县,530923000000
钦州市,450700000000
钦北区,450703000000
平南县,450821000000
贺州市,451100000000
象州县,451322000000
龙华区,460106000000
大渡口区,500104000000
南川区,500119000000
奉节县,500236000000
新都区,510114000000
攀枝花市,510400000000
苍溪县,510824000000
射洪县,510922000000
始兴县,440222000000
麻阳苗族自治县,431226000000
花垣县,433124000000
乐昌市,440281000000
宝安区,440306000000
盐田区,440308000000
潮阳区,440513000000
连州市,441882000000
东莞市,441900000000
揭东县,445221000000
江南区,450105000000
融安县,450224000000
西塞山区,420203000000
兴山县,420526000000
谷城县,420625000000
荆门市,420800000000
京山县,420821000000
公安县,421022000000
麻城市,421181000000
赤壁市,421281000000
宣恩县,422825000000
桃源县,430725000000
津市市,430781000000
中方县,431221000000
岚山区,371103000000
河东区,371312000000
东昌府区,371502000000
菏泽市,371700000000
郑州市,410100000000
新密市,410183000000
通许县,410222000000
洛龙区,410311000000
日照市,371100000000
卫辉市,410781000000
濮阳市,410900000000
许昌市,411000000000
镇平县,411324000000
罗山县,411521000000
太谷县,140726000000
临猗县,140821000000
夏县,140828000000
神池县,140927000000
河北区,120105000000
金州区,210213000000
抚顺市,210400000000
丹东市,210600000000
义县,210727000000
柳河县,220524000000
安图县,222426000000
双鸭山市,230500000000
宝山区,230506000000
西林区,230705000000
勃利县,230921000000
兰西县,231222000000
鼓楼区,320302000000
淮阴区,320804000000
鹿泉市,130185000000
海港区,130302000000
抚宁县,130323000000
峰峰矿区,130406000000
大名县,130425000000
邢台县,130521000000
新市区,130602000000
南市区,130604000000
双桥区,130802000000
海兴县,130924000000
肃宁县,130926000000
尖草坪区,140108000000
万柏林区,140109000000
城区,140302000000
泽州县,140525000000
榆次区,140702000000
偏关县,140932000000
吕梁市,141100000000
新城区,150102000000
昆都仑区,150203000000
赤峰市,150400000000
红山区,150402000000
阿鲁科尔沁旗,150421000000
阿荣旗,150721000000
满洲里市,150781000000
四子王旗,150929000000
和平区,210102000000
法库县,210124000000
秦都区,610402000000
志丹县,610625000000
白河县,610929000000
肃南裕固族自治县,620721000000
宕昌县,621223000000
河南蒙古族自治县,632324000000
囊谦县,632725000000
宁夏回族自治区,640000000000
贺兰县,640122000000
平罗县,640221000000
盐池县,640323000000
隆德县,640423000000
彭阳县,640425000000
昌吉回族自治州,652300000000
阜康市,652302000000
和硕县,652828000000
尼勒克县,654028000000
托里县,654224000000
布尔津县,654321000000
永仁县,532327000000
红河哈尼族彝族自治州,532500000000
泸西县,532527000000
砚山县,532622000000
西畴县,532623000000
广南县,532627000000
勐海县,532822000000
永平县,532928000000
福贡县,533323000000
西藏自治区,540000000000
边坝县,542133000000
白朗县,542329000000
高陵县,610126000000
礼泉县,610425000000
潼关县,610522000000
吴起县,610626000000
吴堡县,610829000000
汉阴县,610921000000
紫阳县,610924000000
兰州市,620100000000
七里河区,620103000000
秦安县,620522000000
张掖市,620700000000
西充县,511325000000
江安县,511523000000
永泰县,350125000000
泉州市,350500000000
漳平市,350881000000
瑞金市,360781000000
江山市,330881000000
潘集区,340406000000
桓台县,370321000000
陇南市,621200000000
漾濞彝族自治县,532922000000
临夏县,622921000000
顺庆区,511302000000
简阳市,512081000000
吴江市,320584000000
颍东区,341203000000
金乡县,370828000000
兵团农一师,660100000000
61团,660401000000
75团,660415000000
兵团农五师,660500000000
89团,660509000000
峨边彝族自治县,511132000000
兴文县,511528000000
宣汉县,511722000000
雁江区,512002000000
道孚县,513326000000
白玉县,513331000000
乡城县,513336000000
德昌县,513424000000
仁怀市,520382000000
安顺市,520400000000
石阡县,520623000000
施秉县,522623000000
仪征市,321081000000
姜堰市,321284000000
浙江省,330000000000
乐清市,330382000000
海宁市,330481000000
绍兴市,330600000000
金东区,330703000000
舟山市,330900000000
台州市,331000000000
仙居县,331024000000
颍州区,341202000000
临泉县,341221000000
湖里区,350206000000
漳浦县,350623000000
永定县,350822000000
师宗县,530323000000
巧家县,530622000000
云县,530922000000
旌阳区,510603000000
荔湾区,440103000000
英德市,441881000000
尼玛县,542430000000
改则县,542526000000
沛县,320322000000
甘孜县,513328000000
贵阳市,520100000000
台江县,522630000000
景东彝族自治县,530823000000
平果县,451023000000
大安区,510304000000
江汉区,420103000000
恩施土家族苗族自治州,422800000000
荆州区,421003000000
屯溪区,341002000000
印台区,610203000000
岱山县,330921000000
金家庄区,340502000000
开原市,211282000000
双阳区,220112000000
铁锋区,230204000000
栖霞区,320113000000
丰县,320321000000
平江区,320503000000
涉县,130426000000
临县,141124000000
沈河区,210103000000
雨湖区,430302000000
赫山区,430903000000
汤阴县,410523000000
宁明县,451422000000
黔江区,500114000000
荣县,510321000000
辰溪县,431223000000
